날짜-시간,이벤트유형,장비/상세,원본메시지
2025-01-21-19-38,ERROR,-> OPEN,Error 조치 완료되어 AI77 Open 하겠습니다.
2025-01-22-07-56,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD131 Error 발생으로 4F,7F AI Close 하겠습니다"
2025-01-22-08-08,ERROR,4ABLD131 -> OPEN,"4ABLD131 Error 조치 후 4F,7F AI Open 하였습니다."
2025-01-22-09-51,ERROR,4ABLD121 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD121 Error 발생으로 4F,7F AI Close 하겠습니다"
2025-01-22-10-13,ERROR,4ABLD121 -> OPEN,"4ABLD121 Error 조치 후 4F,7F AI Open 하였습니다."
2025-01-22-10-22,OPEN,,"안녕하세요 금일 Conv Lift04호기 Cleaning 작업으로 인해 0900~1000까지 Down 예정입니다. 업무에 참고바랍니다. (양영석,이천AMHS운영/TL,2025-01-22 08:59:19) ┖ 작업완료되어 open 하겠습니다"
2025-01-22-10-24,CLOSE,4ABLD111,"4ABLD111,122,132 7F OHT 정체 발생으로 7F AI Close 하겠습니다"
2025-01-22-10-31,OPEN,4ABLD111,"4ABLD111,122,132 7 정체 해소 후 7F AI OPEN 하였습니다"
2025-01-22-10-54,OPEN,,{{@최해용::1745}} HT-STOP이 Time 영향이 있다고 판단되시면 오후 작업은 Rail Cut 진행해도 될까요 ? 결정 시 한 대씩 순차적으로 Rail Cut -> Open 순으로 작업할까 합니다.
2025-01-22-15-10,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"안녕하세요, 4ABLD122호기 Error 발생하여 AI Close 하겠습니다."
2025-01-22-15-19,ERROR,4ABLD122 Error 발생하여 -> CLOSE,"안녕하세요, 4ABLD122호기 Error 발생하여 AI Close 하겠습니다. (이영재,이천AMHS운영/TL,2025-01-22 15:10:12) ┖ 조치 완료되어 AI Open 하겠습니다."
2025-01-22-17-38,ERROR,4ABLD111 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD111호기 Error 발생으로 인하여 4F, 7F AI Close 하였습니다."
2025-01-22-17-53,OPEN,,"조치되어 4F, 7F Open 하였습니다."
2025-01-23-13-19,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"4ABLD131 Error 발생으로 4F,7F AI Close 하겠습니다."
2025-01-23-13-51,OPEN,4ABLD131,"안녕하세요 4ABLD131호기 조치되어 4F, 7F Open 하였습니다."
2025-01-23-13-52,ERROR,4ABLD122 Error 발생으로 -> CLOSE,"4ABLD122호기 Error 발생으로 4F, 7F AI Close 하겠습니다."
2025-01-23-15-05,ERROR,4ABLD122 Error 발생으로 -> CLOSE,"4ABLD122호기 Error 발생으로 4F, 7F AI Close 하겠습니다. (박지훈,이천AMHS운영/TL,2025-01-23 13:52:05) ┖ 조치 완료되어 AI Open 했습니다."
2025-01-23-15-29,ERROR,4ABLD132 Error 발생으로 -> CLOSE,4ABLD132호기 Error 발생으로 AI Close 하겠습니다.
2025-01-23-15-40,ERROR,4ABLD132 Error 발생으로 -> CLOSE,"4ABLD132호기 Error 발생으로 AI Close 하겠습니다. (이영재,이천AMHS운영/TL,2025-01-23 15:29:52) ┖ 조치 완료되어 AI Oepn 하겠습니다."
2025-01-23-20-49,ERROR,4ABLD112 Error 발생하여 -> CLOSE,"안녕하세요, 4ABLD112호기 Error 발생하여 4F, 7F AI Close 하겠습니다."
2025-01-23-20-58,OPEN,,조치 완료되어 Open 하였습니다.
2025-01-24-04-18,ERROR,4ABLD112 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD112_AO45 Error 발생으로 AI77 Close 하겠습니다.
2025-01-24-04-23,ERROR,-> OPEN,Error 조치 완료되어 AI77 Open 하였습니다.
2025-01-24-20-53,ERROR,4ABLD112 Error 발생하여 -> CLOSE,"안녕하세요, 4ABLD112호기 Error 발생하여 4F, 7F AI Close 하겠습니다."
2025-01-24-21-01,OPEN,,조치 완료되어 Open 하였습니다.
2025-01-25-00-42,ERROR,4ABLD122 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD122 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-01-25-00-52,ERROR,-> OPEN,Error 조치 완료되어 Open 하였습니다.
2025-01-25-03-55,ERROR,6ABL6011 Error 발생으로 -> CLOSE,6ABL6011 Error 발생으로 INPUT Close 하였습니다.
2025-01-25-04-12,OPEN,,Open하였습니다.
2025-01-25-05-39,ERROR,,ERROR발생 때문이였을까요?
2025-01-26-14-26,ERROR,4ABLD111 -> CLOSE,"안녕하세요 4ABLD111 ERROR 발생하여 4F,7F AI CLOSE 하겠습니다."
2025-01-26-14-45,ERROR,4ABLD111 -> OPEN,"4ABLD111 ERROR 조치 완료되어 4F,7F AI OPEN 하겠습니다."
2025-01-27-07-46,ERROR,4ABLD132 -> CLOSE,"안녕하세요 4ABLD132 ERROR 발생하여 4F,7F AI CLOSE 하겠습니다"
2025-01-27-07-54,ERROR,4ABLD132 -> OPEN,"4ABLD132 ERROR 조치 완료되어 4F,7F AI OPEN 하겠습니다"
2025-01-27-22-17,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD112 Error 발생으로 4F,7F AI Close 하겠습니다."
2025-01-27-22-39,ERROR,4ABLD112 -> OPEN,"4ABLD112 Error 조치 후 4F,7F AI Open 하였습니다."
2025-01-28-07-47,ERROR,4ABLD111 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD111호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-01-28-08-39,ERROR,4ABLD111 -> OPEN,4ABLD111호기 Error 조치 완료되어 AI Port Open 하겠습니다.
2025-01-28-13-45,ERROR,4AFC3301 Error 발생으로,4AFC3301 Error 발생으로 인해 A_IN Port80~86 Disable 하였습니다. M16->M14방향
2025-01-28-13-46,ERROR,4AFC3301 Error 발생하여,4AFC3301 M14->M16 방향도 현재 Error 발생하여 조치 중입니다.
2025-01-28-13-56,ERROR,4AFC3301,4AFC3301 M14->M16방향 Error 조치되었습니다.
2025-01-28-16-02,ERROR,4AFC3301 -> OPEN,4AFC3301 Error Clear되어 A_IN Port 80~87 Open 하였습니다.
2025-01-28-17-32,ERROR,6ABL0112,6ABL0112 Error로 AI Banned 변경했습니다.
2025-01-28-17-50,ERROR,6ABL0112,6ABL0112 Error Clear 되어 Auto Up 했습니다.
2025-01-29-19-49,ERROR,4ABLD112 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD112호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-01-29-19-54,ERROR,4ABLD112 -> OPEN,4ABLD112호기 Error 조치 완료되어 AI Port Open 하겠습니다.
2025-01-30-06-19,ERROR,4ABLD111 Error 발생으로 -> CLOSE,4ABLD111호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-01-30-06-39,OPEN,4ABLD111,4ABLD111호기 조치되어 Open 하였습니다.
2025-01-30-07-52,ERROR,4ABLD111 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD111호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-01-30-08-00,OPEN,4ABLD111,4ABLD111호기 조치되어 Open 하였습니다.
2025-01-30-08-33,ERROR,4ABLD111 Error발생하여 -> CLOSE,"4ABLD111호기 Error발생하여 4F, 7F AI Close하겠습니다"
2025-01-30-08-59,OPEN,4ABLD111,4ABLD111호기 조치 완료되어 Open했습니다
2025-01-30-09-42,ERROR,,HUB 반송 TIME 떨어지다 다시 올라가는데요 ERROR 조치 된건지 재확인 부탁드립니다
2025-01-30-18-46,ERROR,4ABLD131 Error발생하여 -> CLOSE,"안녕하세요 4ABLD131호기 Error발생하여 4F, 7F AI Close하겠습니다"
2025-01-30-18-58,OPEN,4ABLD131,4ABLD131호기 조치 완료되어 Open했습니다
2025-01-30-20-45,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD131호기 Error 발생으로 4F,7F AI Close하겠습니다."
2025-01-30-20-54,OPEN,4ABLD131,4ABLD131 조치 후 AI Open 하였습니다.
2025-01-31-19-11,ERROR,4ABLD112 Error발생하여 -> CLOSE,"안녕하세요 4ABLD112호기 Error발생하여 4F, 7F AI Close하겠습니다"
2025-01-31-19-42,OPEN,4ABLD112,4ABLD112호기 조치 완료되어 Open했습니다
2025-02-01-11-56,ERROR,4ABLD111 Error 발생으로 -> CLOSE,4ABLD111호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-02-01-11-57,CLOSE,,{{@김필희::212013}} 4F/7F AI Port Close 하면 어느 방향이 영향을 받나요 ?
2025-02-01-12-11,ERROR,4ABLD111,"4ABLD111호기 Error 처리 완료되어 Lifter 내 Foup 반송 진행 하였으며, 장비 Program 렉 발생 관련 PC OFF -> ON 작업으로 5분정도 추가 Down 진행하겠습니다."
2025-02-01-12-17,OPEN,4ABLD111,4ABLD111호기 Auto Up & 4F/7F AI Port Open 하였습니다.
2025-02-01-19-11,ERROR,4AFC3201,4AFC3201 QS Sensor Error로  M16-->M14 IN_86~90  50% 차단 진행 하였습니다.
2025-02-01-19-14,ERROR,4AFC3201 -> OPEN,4AFC3201 QS Sensor Error 처리 되어 M16-->M14 IN_86~90 Port open 했습니다.
2025-02-02-05-09,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"4ABLD131호기 Error 발생으로 인하여 4F, 7F AI Close 하였습니다"
2025-02-02-05-16,OPEN,4ABLD131,"4ABLD131호기 조치되어 4F, 7F AI Open 하였습니다."
2025-02-02-20-02,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"4ABLD131 호기 Error 발생으로 4F, 7F AI Close 했습니다."
2025-02-02-20-15,ERROR,4ABLD131 -> OPEN,"4ABLD131 호기 Error 조치 완료되어 4F, 7F AI Open 했습니다."
2025-02-02-21-27,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"4ABLD112 호기 Error 발생으로 4F, 7F AI CLOSE 했습니다"
2025-02-02-21-39,ERROR,4ABLD112 -> OPEN,"4ABLD112 호기 Error 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-02-04-01-15,CLOSE,6ABL0112,6ABL0112(4-1)호기 Err 발생으로 AI Close 하겠습니다.
2025-02-04-01-59,OPEN,,Open 했습니다.
2025-02-05-10-22,ERROR,4ABLD111 Error 발생하여 -> CLOSE,4ABLD111호기 Error 발생하여 AI Close 하겠습니다.
2025-02-05-10-25,ERROR,4ABLD111 Error 발생하여 -> CLOSE,"4ABLD111호기 Error 발생하여 AI Close 하겠습니다. (이영재,이천AMHS운영/TL,2025-02-05 10:22:35) ┖ 조치 완료되어 AI Open 하겠습니다"
2025-02-05-23-10,ERROR,4ABLD122 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD122 Error 발생으로 4F,7F AI Close 하겠습니다 ."
2025-02-05-23-24,ERROR,4ABLD122 -> OPEN,"4ABLD122 Error 조치 후 4F,7F AI Open 하였습니다."
2025-02-06-04-08,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"4ABLD131 Error 발생으로 4F,7F AI Close 하겠습니다."
2025-02-06-04-38,ERROR,4ABLD131 -> OPEN,"4ABLD131 Error 조치 후 4F,7F AI Open 하였습니다."
2025-02-06-09-03,ERROR,4ABLD112 Error 발생으로 -> CLOSE,4ABLD112호기 Error 발생으로 AI Close 하겠습니다.
2025-02-06-09-24,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"4ABLD112호기 Error 발생으로 AI Close 하겠습니다. (이영재,이천AMHS운영/TL,2025-02-06 09:03:06) ┖ 조치 완료되어 AI Open 하겠습니다."
2025-02-06-09-34,ERROR,4ABLD112 Error 발생으로 -> CLOSE,4ABLD112호기 Error 발생으로 AI Close 하겠습니다.
2025-02-06-10-07,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"4ABLD112호기 Error 발생으로 AI Close 하겠습니다. (이영재,이천AMHS운영/TL,2025-02-06 09:34:47) ┖ 조치 완료되어 AI Open 하겠습니다."
2025-02-06-10-59,ERROR,4ABLD112 Error 발생으로 -> CLOSE,4ABLD112호기 Error 발생으로 AI Close 하겠습니다.
2025-02-06-12-02,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"4ABLD112호기 Error 발생으로 AI Close 하겠습니다. (이영재,이천AMHS운영/TL,2025-02-06 10:59:06) ┖ 조치 완료되어 AI Open 하겠습니다."
2025-02-06-17-26,ERROR,4ABLD131 Error 발생하여 -> CLOSE,"안녕하세요 4ABLD131 호기 Error 발생하여 4F, 7F AI CLOSE 했습니다"
2025-02-06-17-33,OPEN,4ABLD131,"4ABLD131 호기 조치완료되어 4F, 7F AI OPEN 했습니다"
2025-02-07-01-27,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD131 Error 발생으로 4F,7F AI Close 하겠습니다"
2025-02-07-05-29,ERROR,4ABLD131 -> OPEN,"4ABLD131 Error 조치 후 4F,7F AI Open 하였습니다."
2025-02-07-15-25,ERROR,4ABLD121 Error 발생으로 -> CLOSE,4ABLD121 Error 발생으로 AI Port Close 하겠습니다.
2025-02-07-15-38,ERROR,4ABLD121 -> OPEN,4ABLD121호기 Error 조치 완료되어 AI Port Open 하였습니다.
2025-02-08-03-49,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD131 Error 발생으로 4F,7F AI Close 하겠습니다"
2025-02-08-03-58,ERROR,4ABLD131 -> OPEN,"4ABLD131 Error 조치 후 4F,7F AI Open 하였습니다."
2025-02-09-13-07,ERROR,6ABL0111 -> CLOSE,6ABL0111 Error로 AI Close 했습니다.
2025-02-09-13-15,OPEN,6ABL0111,6ABL0111 조치 완료되어 AI Open 했습니다.
2025-02-10-07-12,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"안녕하세요  4ABLD112 Error 발생으로 4F,7F AI Close 하겠습니다."
2025-02-10-07-26,ERROR,4ABLD112 -> OPEN,"4ABLD112 Error 조치 후 4F,7F AI Open 하였습니다."
2025-02-10-08-11,ERROR,4ABLD122 Error 발생으로 -> CLOSE,"안녕하세요  4ABLD122 Error 발생으로 4F,7F AI Close 하겠습니다."
2025-02-10-08-18,ERROR,4ABLD122 -> OPEN,"4ABLD122 Error 조치 후 4F,7F AI Open 하였습니다."
2025-02-10-10-00,ERROR,4ABLD111 Error 발생으로 -> CLOSE,4ABLD111호기 Error 발생으로 AI Close 하겠습니다.
2025-02-10-11-24,OPEN,4ABLD111,4ABLD111호기 조치 완료되어 AI Open 하겠습니다.
2025-02-10-18-20,ERROR,4ABLD131 Error 발생으로 -> CLOSE,안녕하세요. 4ABLD131호기 Error 발생으로 4F/7F AI Port Close 하겠습니다.
2025-02-10-18-27,ERROR,4ABLD131 -> OPEN,4ABLD131호기 Error 조치 완료되어 AI Port Open 하였습니다.
2025-02-10-19-42,ERROR,Error발생하여,현재 Bridge OHT Error발생하여 조치중입니다.
2025-02-10-20-12,ERROR,Error발생하여,"현재 Bridge OHT Error발생하여 조치중입니다. (김현진,이천AMHS운영/TL,2025-02-10 19:42:11) ┖ Error조치 완료되었습니다"
2025-02-10-20-50,ERROR,,안녕하세요 Bridge OHT Error 말고 문제 없을까요 hub time 7분이 넘어서 차수 3->2차수로 변경 하긴 완료
2025-02-10-21-03,ERROR,,"안녕하세요 Bridge OHT Error 말고 문제 없을까요 hub time 7분이 넘어서 차수 3->2차수로 변경 하긴 완료 (이점선,이천FAB제조2/TL,2025-02-10 20:50:33) ┖ OHT Alarm 전부터 Que. 는 증가한 상태였고, OFS 차수관련 인폼 드릴 내용이 있으니 유선통화 가능한 번호 적어주세요."
2025-02-11-07-40,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD112 Error 발생으로 4F,7F AI Close 하겠습니다."
2025-02-11-07-51,ERROR,4ABLD112 -> OPEN,4ABLD112 Error 조치 후 AI Open 하였습니다.
2025-02-11-09-56,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD112 Error 발생으로 4F,7F AI Close 하겠습니다."
2025-02-11-11-07,OPEN,4ABLD112,4ABLD112호기 조치 완료되어 AI Open 하겠습니다.
2025-02-11-16-27,ERROR,4ABLD131 Error 발생으로 -> CLOSE,4ABLD131호기 Error 발생으로 AI Close 하겠습니다.
2025-02-11-16-57,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"4ABLD131호기 Error 발생으로 AI Close 하겠습니다. (이영재,이천AMHS운영/TL,2025-02-11 16:27:45) ┖ 조치 완료되어 AI Open 하겠습니다."
2025-02-11-18-43,ERROR,4ABLD111 Error 발생으로 -> CLOSE,4ABLD111호기 Error 발생으로 AI Close 하겠습니다
2025-02-11-18-44,ERROR,4ABLD121 Error 발생으로 -> CLOSE,4ABLD121호기 Error 발생으로 AI Close 하겠습니다
2025-02-11-18-49,ERROR,4ABLD121 Error 발생으로 -> CLOSE,"4ABLD121호기 Error 발생으로 AI Close 하겠습니다 (이영재,이천AMHS운영/TL,2025-02-11 18:44:15) ┖ 조치 완료되어 AI Open 하겠습니다"
2025-02-11-18-58,ERROR,4ABLD111 Error 발생으로 -> CLOSE,"4ABLD111호기 Error 발생으로 AI Close 하겠습니다 (이영재,이천AMHS운영/TL,2025-02-11 18:43:40) ┖ 조치 완료되어 AI Open 하겠습니다"
2025-02-12-09-55,ERROR,4ABLD121 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD121 Error 발생으로 4F,7F AI Close 하겠습니다"
2025-02-12-11-00,ERROR,4ABLD121 -> OPEN,4ABLD121 Error 조치 후 AI Open하였습니다
2025-02-13-09-38,ERROR,4ABLD131 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD131 Error 발생으로 4F,7F AI Close 하겠습니다"
2025-02-13-10-50,ERROR,4ABLD131 -> OPEN,"4ABLD131 Error 조치 후 4F,7F AI Open 하였습니다"
2025-02-14-16-09,OPEN,4AFC3201,4AFC3201 차단한 포트 오픈하겠습니다.
2025-02-14-16-22,ERROR,4ABLD112 Error 발생으로 -> CLOSE,4ABLD112호기 Error 발생으로 AI Close 했습니다.
2025-02-14-16-27,ERROR,4ABLD112 Error 발생으로 -> CLOSE,"4ABLD112호기 Error 발생으로 AI Close 했습니다. (이영재,이천AMHS운영/TL,2025-02-14 16:22:46) ┖ 조치되어 Open 했습니다."
2025-02-14-23-42,ERROR,,현재 OHT Error로 반송 정체중입니다.
2025-02-14-23-44,ERROR,4ABLD122 Error발생으로 -> CLOSE,4ABLD122호기 Error발생으로 AI Close하겠습니다
2025-02-14-23-56,ERROR,,"현재 OHT Error로 반송 정체중입니다. (김현진,이천AMHS운영/TL,2025-02-14 23:42:28) ┖ Error 조치되었습니다."
2025-02-15-00-01,ERROR,4ABLD122 -> OPEN,4ABLD122호기 Error조치되어 AI OPEN했습니다
2025-02-15-00-18,ERROR,4ABLD122 Error 발생 -> CLOSE,4ABLD122호기 Error 발생 관련 AI Port Close 하겠습니다.
2025-02-15-00-32,ERROR,4ABLD122 -> OPEN,4ABLD122호기 Error 조치 완료되어 AI Port Open 하였습니다.
2025-02-15-05-36,ERROR,,현재 OHT Error로 반송 정체중입니다.
2025-02-15-05-41,ERROR,,"현재 OHT Error로 반송 정체중입니다. (박성연,이천AMHS운영/TL,2025-02-15 05:36:55) ┖ 조치되었습니다."
2025-02-15-06-28,ERROR,,OHT Error로 반송 정체중입니다.
2025-02-15-06-34,ERROR,4ABLD111 Error 발생으로 -> CLOSE,4ABLD111호기 Error 발생으로 AI Port Close 하겠습니다.
2025-02-15-06-39,ERROR,,"OHT Error로 반송 정체중입니다. (박성연,이천AMHS운영/TL,2025-02-15 06:28:14) ┖ 조치 완료되었습니다"
2025-02-15-06-45,ERROR,4ABLD111 -> OPEN,4ABLD111호기 Error 조치 완료되어 AI Port Open 하였습니다.
2025-02-15-11-14,ERROR,4ABLD121 -> CLOSE,"안녕하세요 4ABLD121 ERROR 발생하여 4F,7F AI CLOSE 하겠습니다."
2025-02-15-11-22,ERROR,4ABLD121 -> OPEN,4ABLD121 ERROR 조치 완료되어 AI OPEN 하겠습니다.
2025-02-15-15-31,ERROR,4ABLD112 Error 발생하여 -> CLOSE,4ABLD112호기 Error 발생하여 AI Close 하겠습니다
2025-02-15-15-50,ERROR,4ABLD112 Error 발생하여 -> CLOSE,"4ABLD112호기 Error 발생하여 AI Close 하겠습니다 (이영재,이천AMHS운영/TL,2025-02-15 15:31:59) ┖ 조치 완료되어 AI Open 하겠습니다."
2025-02-16-05-01,ERROR,,OHT Error로 반송 정체중입니다.
2025-02-16-05-09,ERROR,,"OHT Error로 반송 정체중입니다. (박성연,이천AMHS운영/TL,2025-02-16 05:01:34) ┖ Error조치됐습니다."
2025-02-16-10-13,ERROR,4ABLD121 -> CLOSE,"안녕하세요 4ABLD121 ERROR 발생하여 4F,7F AI CLOSE 하겠습니다."
2025-02-16-10-30,ERROR,4ABLD121 -> OPEN,"4ABLD121 ERROR 조치 완료되어 4F,7F AI OPEN 하겠습니다."
2025-02-16-16-35,ERROR,4ABLD112 Error 발생하여 -> CLOSE,4ABLD112호기 Error 발생하여 AI Close 하겠습니다
2025-02-16-16-47,ERROR,4ABLD112 -> OPEN,"4ABLD112호기 Error 조치되어 4F, 7F AI Open 하겠습니다"
2025-02-17-13-08,ERROR,4ABLD111 -> CLOSE,"4ABLD111 호기 ERROR 발생하여 4F,7F AI CLOSE 하겠습니다."
2025-02-17-13-38,ERROR,4ABLD111 -> OPEN,"4ABLD111호기 Error 조치 완료되어 4F, 7F AI Open 했습니다."
2025-02-17-17-55,ERROR,4ABLD111 Error 발생으로 -> CLOSE,"안녕하세요 4ABLD111 Error 발생으로 4F,7F AI Close 하겠습니다"
2025-02-17-18-36,ERROR,4ABLD111 -> OPEN,"4ABLD111 Error 조치 후 4F,7F AI Open하였습니다."
2025-02-17-20-34,ERROR,4ABLD131 Error 발생하여 -> CLOSE,4ABLD131호기 Error 발생하여 AI Close 하겠습니다.
2025-02-17-21-19,ERROR,4ABLD131 -> OPEN,4ABLD131 Error 조치 후 AI Open하였습니다.
2025-02-18-05-10,ERROR,4ABLD122 Error발생으로 -> CLOSE,"안녕하세요 4ABLD122호기 Error발생으로 4F, 7F AI Close하겠습니다"
2025-02-18-05-22,ERROR,4ABLD122 -> OPEN,4ABLD122호기 Error조치 완료되어 AI Open했습니다
2025-02-18-08-52,ERROR,4ABLD111 Error 발생으로 -> CLOSE,"4ABLD111 호기 Error 발생으로 4F, 7F AI Close 했습니다."
2025-02-18-09-03,ERROR,4ABLD111 -> OPEN,"4ABLD111호기 Error 조치 완료되어 4F, 7F AI OPEN 했습니다."
2025-02-18-10-58,ERROR,,현재부터 약 10분 소요 되며 FOUP Error 시 추가로 시간이 소요 될수 있습니다.
2025-02-18-11-12,ERROR,,롤백 이후 FOUP Found Error 로 Manual 제거 작업 진행하겠습니다.
2025-02-18-11-36,OPEN,,M14->M16 방향 복구 되어 우선 OPEN 하였습니다.
2025-02-18-11-46,OPEN,,M16->M14A 방향도 복구되어 OPEN 하였습니다.
2025-02-18-13-22,ERROR,4ABLD122 -> CLOSE,"안녕하세요 4ABLD122 ERROR 발생하여 4F,7F AI CLOSE 하겠습니다."
2025-02-18-13-28,ERROR,4ABLD122 -> OPEN,"4ABLD122 ERROR 조치 완료되어 4F,7F AI OPEN 하겠습니다"
2025-02-18-18-30,ERROR,4ABLD122 Error 발생하여 -> CLOSE,4ABLD122 Error 발생하여 AI Close하겠습니다.
2025-02-18-20-05,OPEN,4ABLD122,4ABLD122 조치 완료되어 AI Open 하겠습니다.
2025-02-18-22-34,ERROR,4ABLD122 Error 발생되어 -> CLOSE,"4ABLD122 Error 발생되어 4F,7F AI Close 하겠습니다."
2025-02-19-01-24,OPEN,,22:47분경 Open 완료 하였습니다.
2025-02-19-01-24,ERROR,4ABLD131 Error 발생으로 -> CLOSE,4ABLD131호기 Error 발생으로 4F/7F AI port Close 하겠습니다.
2025-02-19-01-44,ERROR,4ABLD131 -> OPEN,4ABLD131호기 Error 조치완료되어 AI Port Open 하였습니다.
2025-02-19-01-53,ERROR,,OHT Error로 반송 정체중입니다.
2025-02-19-01-57,ERROR,,"OHT Error로 반송 정체중입니다. (박성연,이천AMHS운영/TL,2025-02-19 01:53:53) ┖ 조치되었습니다."
